Date,ABBN.VX,ADEN.VX,BAER.VX,CFR.VX,CSGN.VX,GEBN.VX,GIVN.VX,LHN.VX,LONN.VX,NESN.VX,NOVN.VX,ROG.VX,SCMN.VX,SGSN.VX,SIK.VX,SLHN.VX,SREN.VX,UBSG.VX,UHR.VX,ZURN.VX
2017-01-03,20.266803741455078,61.434513092041016,47.66999816894531,65.86260986328125,14.079442024230957,390.47332763671875,1754.3701171875,53.45000076293945,163.86099243164062,68.35639190673828,69.85557556152344,220.18736267089844,410.59112548828125,2094.0,,296.5,82.76693725585938,16.021774291992188,315.1000061035156,259.8394470214844
2017-01-04,20.294784545898438,63.16249465942383,48.13999938964844,65.12808227539062,14.568634033203125,387.6155090332031,1767.5821533203125,53.650001525878906,169.13999938964844,68.92056274414062,69.20402526855469,222.1466522216797,417.127197265625,2091.0,,298.5,83.14874267578125,16.42471694946289,313.3999938964844,260.8388671875
2017-01-05,20.304109573364258,63.16249465942383,48.43000030517578,64.7853012084961,14.2786865234375,391.2354431152344,1768.5257568359375,53.95000076293945,170.06700134277344,69.6727523803711,69.7159652709961,225.0389404296875,423.7540283203125,2104.0,,298.0,82.34271240234375,16.280807495117188,310.6000061035156,259.6577453613281
2017-01-06,20.462663650512695,63.11702346801758,47.86000061035156,66.00951385498047,14.396524429321289,390.8543701171875,1763.8072509765625,54.150001525878906,170.80799865722656,70.14287567138672,69.57633972167969,225.1322479248047,424.0263977050781,2101.0,,298.29998779296875,82.13059997558594,16.309589385986328,312.3999938964844,259.47607421875
2017-01-09,20.37872314453125,63.07155227661133,47.20000076293945,66.79300689697266,14.414647102355957,390.2828369140625,1760.0323486328125,53.650001525878906,170.15899658203125,70.23690795898438,69.80903625488281,225.69203186035156,423.2093505859375,2114.0,,297.1000061035156,81.49425506591797,16.117712020874023,321.1000061035156,258.5675048828125
2017-01-10,20.630544662475586,63.52627944946289,47.459999084472656,69.43730926513672,14.396524429321289,390.7591247558594,1741.157958984375,53.900001525878906,170.6230010986328,69.86080932617188,70.18135070800781,227.09152221679688,419.3058776855469,2098.0,,294.29998779296875,81.3245620727539,16.098526000976562,330.20001220703125,258.11328125
2017-01-11,21.08755111694336,63.75364685058594,47.310001373291016,69.43730926513672,14.52337646484375,393.4264221191406,1754.3701171875,53.25,172.66000366210938,69.86080932617188,69.29710388183594,224.66574096679688,418.7611999511719,2116.0,,295.20001220703125,81.5791015625,16.069744110107422,331.70001220703125,258.2041320800781
2017-01-12,20.863710403442383,64.16291809082031,47.18000030517578,75.41146087646484,14.179064750671387,393.140625,1746.8203125,53.0,170.89999389648438,70.00183868408203,67.76131439208984,220.09405517578125,416.6733093261719,2121.0,,294.29998779296875,80.85791778564453,16.021774291992188,349.79998779296875,254.6608428955078
2017-01-13,21.143508911132812,64.20838165283203,48.13999938964844,75.80321502685547,14.604877471923828,394.3790283203125,1743.9891357421875,54.25,171.5489959716797,70.04885864257812,67.94746398925781,222.98634338378906,418.6704406738281,2146.0,,295.6000061035156,81.79121398925781,16.63578224182129,353.6000061035156,257.7498474121094
2017-01-16,20.95697593688965,63.70818328857422,47.779998779296875,75.21559143066406,14.360281944274902,395.52215576171875,1722.28369140625,52.599998474121094,170.06700134277344,69.62574768066406,67.10975646972656,219.8141632080078,412.40667724609375,2139.0,,292.6000061035156,79.7973403930664,16.34796714782715,350.29998779296875,255.75106811523438
2017-01-17,20.901016235351562,63.66270446777344,47.849998474121094,74.82384490966797,14.197186470031738,404.4766845703125,1711.9027099609375,52.150001525878906,168.77000427246094,68.96755981445312,66.41166687011719,218.97445678710938,410.6819152832031,2090.0,,292.8999938964844,79.16100311279297,16.22324562072754,346.20001220703125,252.84376525878906
2017-01-18,20.9663028717041,63.48081588745117,47.29999923706055,74.43209075927734,13.843860626220703,404.09564208984375,1704.35302734375,51.20000076293945,170.34500122070312,69.34366607666016,67.20282745361328,219.8141632080078,408.14013671875,2088.0,,292.3999938964844,78.82161712646484,15.877864837646484,344.3999938964844,252.5712432861328
2017-01-19,21.143508911132812,64.34481048583984,47.04999923706055,75.11764526367188,13.952589988708496,402.38092041015625,1715.677734375,51.099998474121094,169.78900146484375,68.82652282714844,66.17897033691406,217.38836669921875,405.507568359375,2090.0,,296.3999938964844,78.48223114013672,16.088932037353516,348.1000061035156,251.02670288085938
2017-01-20,21.292734146118164,64.29932403564453,46.630001068115234,74.67693328857422,14.088456153869629,400.7615051269531,1709.0716552734375,51.04999923706055,169.8820037841797,68.96755981445312,65.99281311035156,217.8548583984375,401.05938720703125,2094.0,,295.20001220703125,78.43980407714844,16.01218032836914,345.20001220703125,252.29867553710938
2017-01-23,21.152833938598633,64.4812240600586,45.31999969482422,74.72590637207031,13.717008590698242,401.1425476074219,1716.621337890625,51.29999923706055,169.8820037841797,68.73249816894531,65.20164489746094,216.6419677734375,398.6991882324219,2051.0,,294.20001220703125,78.10042572021484,15.810708045959473,343.70001220703125,251.20843505859375
2017-01-24,21.302061080932617,65.07238006591797,46.29999923706055,74.97074890136719,13.861981391906738,401.9998779296875,1719.4525146484375,53.099998474121094,169.8820037841797,68.96755981445312,64.73625183105469,215.89556884765625,397.1559143066406,2076.0,,296.0,78.56707763671875,16.12730598449707,347.79998779296875,252.75294494628906
2017-01-25,21.89896583557129,66.02731323242188,47.06999969482422,76.63567352294922,14.414647102355957,406.7629089355469,1736.439453125,54.900001525878906,172.10499572753906,69.39067840576172,66.31858825683594,219.06776428222656,397.60980224609375,2097.0,,303.1000061035156,79.92460632324219,16.530248641967773,356.0,261.565673828125
2017-01-26,22.150785446166992,66.16373443603516,47.369998931884766,75.75424194335938,14.360281944274902,408.1918029785156,1711.9027099609375,54.25,172.7530059814453,68.45043182373047,66.92359924316406,219.90745544433594,396.974365234375,2101.0,,302.8999938964844,79.16100311279297,16.328779220581055,354.79998779296875,262.20166015625
2017-01-27,22.150785446166992,64.70858764648438,46.09000015258789,75.60733032226562,13.843860626220703,404.8576965332031,1722.28369140625,54.04999923706055,169.78900146484375,68.7795181274414,66.92359924316406,220.46726989746094,396.7020263671875,2104.0,,300.79998779296875,79.75492095947266,15.590049743652344,350.70001220703125,263.2010192871094
2017-01-30,21.936275482177734,64.07196044921875,46.11000061035156,74.77487182617188,13.771371841430664,401.1425476074219,1749.6514892578125,53.29999923706055,169.60400390625,68.07432556152344,67.01667785644531,218.3213653564453,393.4339904785156,2088.0,,298.5,78.524658203125,15.484516143798828,346.5,258.2949523925781
2017-01-31,21.85233497619629,64.02649688720703,46.2400016784668,75.11764526367188,13.58114242553711,401.61883544921875,1678.8726806640625,52.900001525878906,167.5659942626953,67.98030090332031,67.43553161621094,217.38836669921875,394.886474609375,2092.0,,299.1000061035156,78.14285278320312,15.32142162322998,349.5,257.5681457519531
2017-02-01,21.89896583557129,64.66311645507812,46.81999969482422,74.28518676757812,13.753252029418945,400.9519958496094,1644.89892578125,53.650001525878906,162.37899780273438,67.83926391601562,67.52861022949219,221.58685302734375,393.0708923339844,2073.0,,306.20001220703125,79.20342254638672,15.2638578414917,350.70001220703125,260.02117919921875
2017-02-02,21.85233497619629,64.70858764648438,46.290000915527344,74.28518676757812,13.427061080932617,400.85675048828125,1626.0245361328125,54.25,161.63800048828125,67.69822692871094,67.10975646972656,217.8548583984375,390.6198425292969,2074.0,,303.29998779296875,79.41553497314453,15.071980476379395,354.20001220703125,257.5681457519531
2017-02-03,21.870988845825195,64.52668762207031,46.75,73.99137878417969,13.662642478942871,402.1903991699219,1619.4185791015625,55.04999923706055,161.9149932861328,68.4974365234375,67.90091705322266,220.00074768066406,392.5262145996094,2076.0,,308.1000061035156,80.09429931640625,15.350202560424805,347.5,260.4754333496094
2017-02-06,21.619169235229492,64.4812240600586,46.86000061035156,72.66922760009766,13.544898986816406,400.18994140625,1629.7994384765625,54.70000076293945,159.22900390625,68.30939483642578,68.27323913574219,220.28065490722656,391.4368896484375,2062.0,,306.5,79.67007446289062,15.177512168884277,340.0,259.1126403808594
2017-02-07,21.749740600585938,64.34481048583984,46.880001068115234,73.20787811279297,13.418046951293945,402.38092041015625,1651.5048828125,54.29999923706055,162.37899780273438,68.4974365234375,68.83171081542969,222.51983642578125,394.52337646484375,2068.0,,306.70001220703125,79.5852279663086,15.148731231689453,338.6000061035156,258.840087890625
2017-02-08,21.012937545776367,63.07155227661133,47.06999969482422,72.22850799560547,13.046504020690918,404.762451171875,1670.3792724609375,54.29999923706055,161.72999572753906,69.6727523803711,68.97132873535156,221.49354553222656,399.9700622558594,2085.0,,303.8999938964844,79.83975982666016,15.139137268066406,335.6000061035156,258.02239990234375
2017-02-09,21.246103286743164,63.52627944946289,47.220001220703125,72.86510467529297,13.282087326049805,405.1434631347656,1669.435546875,55.79999923706055,163.86099243164062,69.53170776367188,69.80903625488281,223.82603454589844,403.328857421875,2092.0,,308.1000061035156,80.77306365966797,15.331014633178711,335.0,256.65960693359375
2017-02-10,21.246103286743164,63.52627944946289,47.220001220703125,72.86510467529297,13.282087326049805,405.1434631347656,1669.435546875,55.79999923706055,163.86099243164062,69.53170776367188,69.80903625488281,223.82603454589844,403.328857421875,2092.0,,308.1000061035156,80.77306365966797,15.331014633178711,335.0,256.65960693359375
2017-02-13,21.4512882232666,64.61764526367188,47.83000183105469,74.33415985107422,13.372694969177246,408.00128173828125,1665.66064453125,56.54999923706055,164.69400024414062,69.24964141845703,70.2744369506836,223.91934204101562,401.33172607421875,2114.0,,311.29998779296875,79.92460632324219,15.244669914245605,339.8999938964844,255.38768005371094
2017-02-14,21.358020782470703,65.163330078125,48.209999084472656,74.08931732177734,13.680764198303223,405.6197814941406,1675.0977783203125,56.25,164.41600036621094,68.63847351074219,69.9021224975586,221.49354553222656,400.6054992675781,2118.0,,313.1000061035156,79.5852279663086,15.292638778686523,337.0,256.9321594238281
2017-02-15,21.432634353637695,65.29974365234375,49.0099983215332,74.72590637207031,13.970711708068848,408.1918029785156,1679.81640625,56.849998474121094,164.8800048828125,68.7795181274414,70.55367279052734,225.31883239746094,402.5118713378906,2128.0,,315.8999938964844,78.48223114013672,15.494110107421875,335.8999938964844,255.75106811523438
2017-02-16,21.395328521728516,64.89048767089844,48.79999923706055,74.72590637207031,13.735129356384277,407.1439514160156,1683.59130859375,56.400001525878906,166.36199951171875,68.121337890625,70.92598724365234,226.53173828125,405.7799072265625,2126.0,,314.1000061035156,78.99130249023438,15.292638778686523,339.70001220703125,253.8431396484375
